city,country_code,latitude,longitude,name,category_code,total_money_raised,founded_year,coordinates
Saskatoon,CAN,52.143886,-106.6634565,VendAsta,software,C$11.3M,2008,"{'type': 'Point', 'coordinates': [52.143886, -106.6634565]}"
Ra’anana,ISR,32.1980455,34.8824253,Pontis,software,$34.7M,2004,"{'type': 'Point', 'coordinates': [32.1980455, 34.8824253]}"
Capital Federal,ARG,-34.5631882,-58.4541925,Pontis,software,$34.7M,2004,"{'type': 'Point', 'coordinates': [-34.5631882, -58.4541925]}"
Campbell,USA,37.2628816,-121.9602134,Exalt Communications,mobile,$15M,2004,"{'type': 'Point', 'coordinates': [37.2628816, -121.9602134]}"
New York,USA,40.756054,-73.986951,Palyon Medical,biotech,$21M,2004,"{'type': 'Point', 'coordinates': [40.756054, -73.986951]}"
Ann Arbor,USA,42.277416,-83.733276,Lycera,biotech,$41M,2006,"{'type': 'Point', 'coordinates': [42.277416, -83.733276]}"
"Crewe, Cheshire",ARE,53.0842802,-2.423658,20:20 Mobile,mobile,$29.8M,2006,"{'type': 'Point', 'coordinates': [53.0842802, -2.423658]}"
Woodland Hills,USA,34.168955,-118.575293,CrowdGather,web,$18M,2008,"{'type': 'Point', 'coordinates': [34.168955, -118.575293]}"
New York,USA,40.754937,-73.985647,OpTier,analytics,$77.5M,2005,"{'type': 'Point', 'coordinates': [40.754937, -73.985647]}"
Cambridge,USA,42.3624253,-71.116031,Alnara Pharmaceuticals,biotech,$55M,2008,"{'type': 'Point', 'coordinates': [42.3624253, -71.116031]}"
Sunnyvale,USA,37.382162,-122.036301,Azingo,mobile,$80M,2005,"{'type': 'Point', 'coordinates': [37.382162, -122.036301]}"
Foster City,USA,37.561111,-122.270487,Omni-ID,hardware,$23M,2007,"{'type': 'Point', 'coordinates': [37.561111, -122.270487]}"
"Vancouver,BC",CAN,49.2644563,-123.1356715,Zymeworks,biotech,$23.9M,2004,"{'type': 'Point', 'coordinates': [49.2644563, -123.1356715]}"
Redwood City,USA,37.502169,-122.217727,Pearl Therapeutics,biotech,$232M,2006,"{'type': 'Point', 'coordinates': [37.502169, -122.217727]}"
Waltham,USA,42.3988661,-71.253781,Aveksa,software,$28M,2004,"{'type': 'Point', 'coordinates': [42.3988661, -71.253781]}"
Bangalore,IND,12.9346716,77.6317612,Aveksa,software,$28M,2004,"{'type': 'Point', 'coordinates': [12.9346716, 77.6317612]}"
Bordeaux Cedex,FRA,44.8743952,-0.5754294,Mobiles Republic,mobile,$9M,2008,"{'type': 'Point', 'coordinates': [44.8743952, -0.5754294]}"
,USA,34.186206,-118.50391,Cyber-Rain,cleantech,$3.3M,2006,"{'type': 'Point', 'coordinates': [34.186206, -118.50391]}"
Lexington,USA,42.4236783,-71.2459523,TARIS Biomedical,biotech,$46.8M,2008,"{'type': 'Point', 'coordinates': [42.4236783, -71.2459523]}"
STOCKHOLM,SWE,59.3326694,18.0523253,Edgeware,hardware,$11.8M,2004,"{'type': 'Point', 'coordinates': [59.3326694, 18.0523253]}"
San Jose,USA,37.3403284,-121.8864433,Edgeware,hardware,$11.8M,2004,"{'type': 'Point', 'coordinates': [37.3403284, -121.8864433]}"
South San Francisco,USA,37.646457,-122.394008,CoMentis,biotech,$32M,2004,"{'type': 'Point', 'coordinates': [37.646457, -122.394008]}"
,USA,42.603532,-83.16134,Delphi,cleantech,$8M,2009,"{'type': 'Point', 'coordinates': [42.603532, -83.16134]}"
Huntington Beach,USA,33.664705,-118.012553,FireScope,software,$9.91M,2006,"{'type': 'Point', 'coordinates': [33.664705, -118.012553]}"
Carrollton,USA,33.0353,-96.9274,FireScope,software,$9.91M,2006,"{'type': 'Point', 'coordinates': [33.0353, -96.9274]}"
Sydney,AUS,-33.867139,151.207114,FireScope,software,$9.91M,2006,"{'type': 'Point', 'coordinates': [-33.867139, 151.207114]}"
London,GBR,51.5001524,-0.1262362,FireScope,software,$9.91M,2006,"{'type': 'Point', 'coordinates': [51.5001524, -0.1262362]}"
Seattle,USA,47.5992095,-122.3343564,Principle Power,cleantech,$2.3M,2007,"{'type': 'Point', 'coordinates': [47.5992095, -122.3343564]}"
,DEU,48.0554409,11.6075086,Clean Mobile,cleantech,€3.3M,2006,"{'type': 'Point', 'coordinates': [48.0554409, 11.6075086]}"
Maple Grove,USA,45.069344,-93.4034162,Inspire Medical Systems,biotech,$17M,2007,"{'type': 'Point', 'coordinates': [45.069344, -93.4034162]}"
Sunnyvale,USA,37.394258,-122.032776,VytronUS,biotech,$34.8M,2006,"{'type': 'Point', 'coordinates': [37.394258, -122.032776]}"
Menlo Park,USA,37.445335,-122.15833,High Gear Media,web,$12M,2008,"{'type': 'Point', 'coordinates': [37.445335, -122.15833]}"
Paris,FRA,48.8745951,2.3210737,Solairedirect,cleantech,$26.6M,2006,"{'type': 'Point', 'coordinates': [48.8745951, 2.3210737]}"
San Jose,USA,37.253463,-121.782906,SoloPower,cleantech,$458M,2005,"{'type': 'Point', 'coordinates': [37.253463, -121.782906]}"
Warrenville,USA,41.8035954,-88.159371,Coskata,cleantech,$86.2M,2006,"{'type': 'Point', 'coordinates': [41.8035954, -88.159371]}"
New York,USA,40.7408042,-74.00717,ChallengePost,web,$4.6M,2009,"{'type': 'Point', 'coordinates': [40.7408042, -74.00717]}"
San Jose,USA,37.337756,-121.89435,DeciZium,web,$1.5M,2006,"{'type': 'Point', 'coordinates': [37.337756, -121.89435]}"
,DEU,48.265012,13.0305666,ISIS sentronics,hardware,$2.71M,2006,"{'type': 'Point', 'coordinates': [48.265012, 13.0305666]}"
New York City,USA,40.7450497,-73.9900984,StyleCaster,web,$5M,2008,"{'type': 'Point', 'coordinates': [40.7450497, -73.9900984]}"
Fremont,USA,37.790153,-122.398669,GreenVolts,cleantech,$96.8M,2005,"{'type': 'Point', 'coordinates': [37.790153, -122.398669]}"
Seattle,USA,47.6859295,-122.3373282,AltaRock Energy,cleantech,$26.3M,2007,"{'type': 'Point', 'coordinates': [47.6859295, -122.3373282]}"
Seattle,USA,47.620973,-122.347276,AltaRock Energy,cleantech,$26.3M,2007,"{'type': 'Point', 'coordinates': [47.620973, -122.347276]}"
Durham,USA,35.8948471,-78.8923523,Semprius,cleantech,$57.7M,2005,"{'type': 'Point', 'coordinates': [35.8948471, -78.8923523]}"
Sarasota,USA,27.3372319,-82.5309605,Grain Management,mobile,$20M,2007,"{'type': 'Point', 'coordinates': [27.3372319, -82.5309605]}"
Barcelona,ESP,41.4063346,2.1920231,Teambox,web,$6.75M,2009,"{'type': 'Point', 'coordinates': [41.4063346, 2.1920231]}"
London,GBR,51.517356,-0.1037742,Testplant,software,$2.56M,2008,"{'type': 'Point', 'coordinates': [51.517356, -0.1037742]}"
Boulder,USA,40.0230047,-105.2532841,Testplant,software,$2.56M,2008,"{'type': 'Point', 'coordinates': [40.0230047, -105.2532841]}"
Washington,USA,38.960381,-77.084811,Homesnap,analytics,$5.5M,2008,"{'type': 'Point', 'coordinates': [38.960381, -77.084811]}"
Los Angeles,USA,34.0137151,-118.4660597,Culture Jam,web,$1.7M,2008,"{'type': 'Point', 'coordinates': [34.0137151, -118.4660597]}"
Berkeley,USA,37.863464,-122.3153453,Nordic Windpower,cleantech,$54M,2007,"{'type': 'Point', 'coordinates': [37.863464, -122.3153453]}"
Cambridge,USA,42.3626626,-71.084153,Clavis Technology,software,€3.66M,2007,"{'type': 'Point', 'coordinates': [42.3626626, -71.084153]}"
Nangor Road,IRL,53.3370743,-6.2518914,Equiendo,mobile,$1.96M,2005,"{'type': 'Point', 'coordinates': [53.3370743, -6.2518914]}"
Sunnyvale,USA,37.386774,-121.987661,Crocus Technology,cleantech,€59M,2004,"{'type': 'Point', 'coordinates': [37.386774, -121.987661]}"
New Haven,USA,41.3279176,-73.2435522,Continuity Engine,software,$7.84M,2008,"{'type': 'Point', 'coordinates': [41.3279176, -73.2435522]}"
Mission Viejo,USA,33.6640874,-117.6325191,Incuity Software,software,$7.3M,2004,"{'type': 'Point', 'coordinates': [33.6640874, -117.6325191]}"
PARIS,FRA,48.8699947,2.3406954,PubliAtis,software,€1M,2006,"{'type': 'Point', 'coordinates': [48.8699947, 2.3406954]}"
Herzliya,ISR,32.162413,34.844675,Aqwise,cleantech,$8.1M,2006,"{'type': 'Point', 'coordinates': [32.162413, 34.844675]}"
Vancouver,CAN,49.2824551,-123.109217,Tiny Speck,games_video,$17.2M,2009,"{'type': 'Point', 'coordinates': [49.2824551, -123.109217]}"
Santa Clara,USA,37.3777985,-121.9744545,OptiMedica,biotech,$51M,2004,"{'type': 'Point', 'coordinates': [37.3777985, -121.9744545]}"
Fremont,USA,37.5252461,-121.9178417,Advanced Power Projects,cleantech,$13M,2009,"{'type': 'Point', 'coordinates': [37.5252461, -121.9178417]}"
Brussels,BEL,50.83997,4.3464721,Getyoo,mobile,€1.13M,2009,"{'type': 'Point', 'coordinates': [50.83997, 4.3464721]}"
